district_name,parish_name,village_name,group_name,group_enterprise,farmer_id,farmer_name,gender,age,category,handicapped,nationality,pdc_village_verification,pdc_enterprise_verification_individual,pdc_enterprise_verification,group_pdc_village_ok,group_has_non_ugandan,pdc_group_approved,conforms_to_rule,group_funded_by_pdm,fund_amount_received,total_amount_due,repayment_type,Q1_payment,Q2_payment,Q3_payment,Q4_payment,total_repaid,outstanding_balance,repayment_time_months,repayment_rate,disqualification_reason
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000453,William Kibedi,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000454,Paul Otim,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000455,Ruth Ssali,Female,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000456,Nabirye Mugisha,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000457,Michael Okello,Male,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000458,Christine Otim,Female,62,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000459,Peter Okello,Male,40,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_02,dairy cattle keeping,CAV-000460,Joy Katende,Female,20,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000461,Alice Muwanga,Female,27,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000462,Grace Ssali,Female,40,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000463,Jane Muwanga,Female,57,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000464,Alice Ssali,Female,49,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000465,Henry Namukasa,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000466,John Namukasa,Male,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000467,Jane Ssali,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000468,Joy Namusoke,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000469,Robert Katende,Male,69,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000470,Rebecca Kakande,Female,63,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000471,Daniel Katende,Male,54,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_03,coffee,CAV-000472,Sarah Namukasa,Female,38,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000473,Mercy Otim,Female,29,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000474,Lilian Ssembatya,Female,34,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000475,Florence Ssembatya,Female,51,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000476,Christine Mugisha,Female,50,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000477,Michael Tumusiime,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000478,Isaac Katende,Male,18,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000479,Lilian Kibedi,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000480,Ruth Mugisha,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000481,Mark Tumusiime,Male,69,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000482,Diana Byaruhanga,Female,60,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000483,David Namusoke,Male,30,Disabled,Yes,Ugandan,No,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_04,Mixed,CAV-000484,Ruth Namukasa,Female,28,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000485,Michael Namusoke,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000486,Paul Okello,Male,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000487,Peter Byaruhanga,Male,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000488,Grace Muwanga,Female,36,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000489,Christine Namukasa,Female,35,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000490,Jane Ssembatya,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000491,Florence Namusoke,Female,50,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000492,Henry Okello,Male,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000493,Nabirye Muwanga,Female,58,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000494,Lilian Kato,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_05,piggery,CAV-000495,Ruth Namukasa,Female,51,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000496,Alice Tumusiime,Female,26,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000497,Mercy Ssembatya,Female,52,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000498,Florence Namusoke,Female,27,Women,No,Ugandan,No,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000499,Grace Otim,Female,29,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000500,Patrick Namukasa,Male,24,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000501,Samuel Muwanga,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000502,Diana Nabukenya,Female,20,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000503,Esther Namukasa,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000504,James Namusoke,Male,66,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_02,Village_02_4,Group_02_4_06,Mixed,CAV-000505,Esther Byaruhanga,Female,70,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000506,James Katende,Male,63,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000507,Esther Ssembatya,Female,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000508,Patrick Otim,Male,60,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000509,Grace Mugisha,Female,30,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000510,Henry Ssembatya,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000511,David Katende,Male,63,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000512,Lilian Muwanga,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000513,Jane Kakande,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000514,Henry Nabukenya,Male,29,Disabled,Yes,Rwandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000515,Samuel Katende,Male,60,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_01,beans,CAV-000516,Sarah Kato,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000517,Christine Okello,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000518,Diana Kakande,Female,51,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000519,Sarah Kibedi,Female,43,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000520,Rebecca Kakande,Female,32,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000521,Jane Katende,Female,66,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000522,Florence Nabukenya,Female,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000523,John Namusoke,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000524,Robert Namukasa,Male,18,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000525,Rebecca Namusoke,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000526,Grace Byaruhanga,Female,45,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_02,poultry,CAV-000527,Grace Mugisha,Female,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000528,William Ssembatya,Male,65,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000529,Rebecca Otim,Female,53,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000530,Mercy Byaruhanga,Female,66,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000531,Paul Ssali,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000532,Aisha Nabukenya,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000533,David Namusoke,Male,37,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000534,Ruth Byaruhanga,Female,27,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000535,Jane Tumusiime,Female,57,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000536,Mercy Ssali,Female,31,Disabled,Yes,South Sudanese,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_03,Mixed,CAV-000537,David Kakande,Male,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000538,Diana Namukasa,Female,29,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000539,Joy Kakande,Female,50,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000540,Rebecca Nabukenya,Female,46,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000541,Grace Namukasa,Female,48,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000542,James Ssembatya,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000543,John Kato,Male,21,Youth,No,Ugandan,No,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000544,Grace Katende,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000545,Diana Kakande,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000546,Henry Namusoke,Male,68,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000547,Lilian Byaruhanga,Female,66,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000548,Peter Okello,Male,66,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_04,Mixed,CAV-000549,Christine Katende,Female,31,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000550,Lilian Ssali,Female,34,Women,No,Ugandan,No,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000551,Mercy Ssembatya,Female,28,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000552,Ruth Byaruhanga,Female,32,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000553,Ruth Katende,Female,46,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000554,William Namukasa,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000555,Robert Namusoke,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000556,Grace Mugisha,Female,25,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_03,Village_03_1,Group_03_1_05,Mixed,CAV-000557,Jane Otim,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
